Title,Features.Handheld?,Features.Max Players,Features.Multiplatform?,Features.Online?,Metadata.Publishers,Metadata.Sequel?,Metrics.Review Score,Metrics.Sales,Metrics.Used Price,Release.Console,Release.Rating,Release.Year,Metadata.Genres,Mean_length_completionist,Mean_length_main_story
Speed Racer: The Videogame,TRUE,2,TRUE,TRUE,,TRUE,69,0.34,16.95,Nintendo Wii,M,2008,Racing,12.38333333,0
LEGO Indiana Jones: The Original Adventures,TRUE,1,TRUE,TRUE,,TRUE,76,0.34,17.95,Sony PSP,E,2008,Action,22,9.7
SEGA Bass Fishing,TRUE,1,TRUE,TRUE,Sega,TRUE,59,0.34,17.95,Nintendo Wii,E,2008,Sports,14.08333333,3.333333333
The Chronicles of Narnia: Prince Caspian,TRUE,2,TRUE,TRUE,Disney,TRUE,63,0.33,16.95,Nintendo Wii,M,2008,Action,11.65,14
Iron Man,TRUE,1,TRUE,TRUE,Sega,TRUE,56,0.33,14.95,Nintendo DS,M,2008,Action,9.983333333,4.333333333
The Sims 2: Apartment Pets,TRUE,1,TRUE,TRUE,EA,TRUE,50,0.33,17.95,Nintendo DS,M,2008,Simulation,0,0
MLB 08: The Show,TRUE,1,TRUE,TRUE,Sony,TRUE,83,0.33,14.95,Sony PSP,M,2008,Sports,0,10
Iron Man,TRUE,1,TRUE,TRUE,Sega,TRUE,42,0.33,17.95,PlayStation 3,T,2008,Action,9.983333333,4.333333333
Madagascar: Escape 2 Africa,TRUE,1,TRUE,TRUE,Activision,TRUE,55,0.32,17.95,Nintendo DS,T,2008,Action,0,6
GRID,TRUE,1,TRUE,TRUE,,TRUE,87,0.31,24.95,PlayStation 3,T,2008,Racing,47.18333333,20.61666667
NHL 09,TRUE,1,TRUE,TRUE,EA,TRUE,88,0.31,19.95,PlayStation 3,M,2008,Sports,40,20
Banjo-Kazooie: Nuts & Bolts,TRUE,1,TRUE,TRUE,Microsoft,TRUE,79,0.31,17.95,X360,E,2008,Action,56,16.18333333
Hot Shots Golf: Out of Bounds,TRUE,4,TRUE,TRUE,Sony,TRUE,81,0.3,34.95,PlayStation 3,T,2008,Sports,0,0
Rune Factory 2: A Fantasy Harvest Moon,TRUE,1,TRUE,TRUE,,TRUE,79,0.3,17.95,Nintendo DS,T,2008,Action,38,0
SimCity Creator,TRUE,1,TRUE,TRUE,EA,TRUE,69,0.3,17.95,Nintendo DS,M,2008,Simulation,0,0
Patapon,TRUE,1,TRUE,TRUE,Sony,TRUE,86,0.3,17.95,Sony PSP,T,2008,Action,33.41666667,15.88333333
Shaun White Snowboarding,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,63,0.3,15.95,PlayStation 3,T,2008,Sports,0,0
Iron Man,TRUE,1,TRUE,TRUE,Sega,TRUE,44,0.3,17.95,Nintendo Wii,T,2008,Action,9.983333333,4.333333333
Sega Superstars Tennis,TRUE,1,TRUE,TRUE,Sega,TRUE,65,0.29,14.95,Nintendo DS,T,2008,Sports,0,7.4
Lost Planet: Extreme Condition,TRUE,1,TRUE,TRUE,Capcom,TRUE,67,0.29,16.95,PlayStation 3,T,2008,Action,12.7,8.566666667
Mirror's Edge,TRUE,1,TRUE,TRUE,EA,TRUE,79,0.29,14.95,PlayStation 3,T,2008,Action,13.73333333,6.316666667
The Incredible Hulk,TRUE,1,TRUE,TRUE,Sega,TRUE,46,0.29,16.95,Nintendo Wii,T,2008,Action,5.216666667,0
Condemned 2: Bloodshot,TRUE,1,TRUE,TRUE,Sega,TRUE,80,0.29,14.95,X360,T,2008,Action,35,8.633333333
Sega Superstars Tennis,TRUE,4,TRUE,TRUE,Sega,TRUE,71,0.28,12.95,Nintendo Wii,E,2008,Sports,0,7.4
Speed Racer: The Videogame,TRUE,1,TRUE,TRUE,,TRUE,75,0.28,17.95,Nintendo DS,M,2008,Racing,12.38333333,0
Viva Pi$?ata: Pocket Paradise,TRUE,1,TRUE,TRUE,THQ,TRUE,82,0.28,17.95,Nintendo DS,T,2008,Simulation,0,20.33333333
Tom Clancy's EndWar,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,76,0.28,17.95,PlayStation 3,M,2008,Strategy,0,10.46666667
Iron Man,TRUE,1,TRUE,TRUE,Sega,TRUE,45,0.28,17.95,X360,M,2008,Action,9.983333333,4.333333333
Need for Speed: Undercover,TRUE,4,TRUE,TRUE,EA,TRUE,54,0.27,27.95,Nintendo Wii,E,2008,Racing,16.11666667,10.58333333
Wall-E,TRUE,4,TRUE,TRUE,THQ,TRUE,50,0.27,14.95,X360,E,2008,Action,6,6.283333333
Spectrobes: Beyond the Portals,TRUE,1,TRUE,TRUE,Disney,TRUE,70,0.27,11.95,Nintendo DS,M,2008,Action,0,24.26666667
MX vs. ATV Untamed,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,59,0.27,16.95,Sony PSP,T,2008,Educational,0,12
Mercenaries 2: World in Flames,TRUE,1,TRUE,TRUE,EA,TRUE,72,0.27,15.95,PlayStation 3,E,2008,Action,37,16.95
Infinite Undiscovery,TRUE,1,TRUE,TRUE,SquareEnix,TRUE,68,0.27,17.95,X360,T,2008,Action,150,24.43333333
TNA iMPACT!,TRUE,4,TRUE,TRUE,Midway,TRUE,62,0.26,14.95,X360,M,2008,Sports,45.16666667,8.166666667
Enemy Territory: Quake Wars,TRUE,1,TRUE,TRUE,Activision,TRUE,69,0.26,14.95,X360,T,2008,Action,0,11.11666667
Fire Emblem: Shadow Dragon,TRUE,1,TRUE,TRUE,Nintendo,TRUE,81,0.25,19.95,Nintendo DS,M,2008,Role-Playing,36.88333333,20.75
Neopets Puzzle Adventure,TRUE,1,TRUE,TRUE,Capcom,TRUE,70,0.25,17.95,Nintendo DS,T,2008,Adventure,0,3
Tales of Vesperia,TRUE,1,TRUE,TRUE,Namco,TRUE,79,0.25,27.95,X360,M,2008,Adventure,190.3166667,51.68333333
SingStar ABBA,TRUE,8,TRUE,TRUE,Sony,TRUE,70,0.24,17.95,PlayStation 3,T,2008,Action,0,0
Dragon Ball Z: Burst Limit,TRUE,2,TRUE,TRUE,"Atari,Namco",TRUE,72,0.24,17.95,X360,E,2008,Action,0,5.5
Apollo Justice: Ace Attorney,TRUE,1,TRUE,TRUE,Capcom,TRUE,78,0.24,24.95,Nintendo DS,T,2008,Adventure,19.91666667,19.51666667
Castlevania: Order of Ecclesia,TRUE,1,TRUE,TRUE,Konami,TRUE,85,0.24,24.95,Nintendo DS,T,2008,Action,24.08333333,10.83333333
Mega Man Star Force 2: Zerker X Ninja,TRUE,1,TRUE,TRUE,Capcom,TRUE,55,0.24,17.95,Nintendo DS,T,2008,Action,24,17.28333333
Enemy Territory: Quake Wars,TRUE,1,TRUE,TRUE,Activision,TRUE,60,0.24,16.95,PlayStation 3,T,2008,Action,0,11.11666667
Namco Museum: Virtual Arcade,TRUE,1,TRUE,TRUE,Namco,TRUE,63,0.24,17.95,X360,T,2008,Action,0,0
NASCAR 09,TRUE,1,TRUE,TRUE,EA,TRUE,69,0.24,19.95,X360,T,2008,Racing,0,0
Turning Point: Fall of Liberty,TRUE,1,TRUE,TRUE,,TRUE,43,0.24,7.95,X360,M,2008,Action,5.216666667,5.266666667
Summer Athletics 2009,TRUE,4,TRUE,TRUE,,TRUE,56,0.23,19.95,Nintendo Wii,M,2008,Sports,0,0
Unreal Tournament III,TRUE,2,TRUE,TRUE,Midway,TRUE,82,0.23,14.95,X360,M,2008,Action,22.51666667,11
Shaun White Snowboarding,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,63,0.23,16.95,Nintendo DS,T,2008,Racing,0,0
Dark Sector,TRUE,1,TRUE,TRUE,,TRUE,72,0.23,14.95,PlayStation 3,T,2008,Action,16.95,8.2
The Last Remnant,TRUE,1,TRUE,TRUE,SquareEnix,TRUE,66,0.23,14.95,X360,T,2008,Role-Playing,151.3333333,60.78333333
Dragon Ball Z: Burst Limit,TRUE,2,TRUE,TRUE,"Atari,Namco",TRUE,71,0.22,19.95,PlayStation 3,M,2008,Action,0,5.5
NASCAR 09,TRUE,1,TRUE,TRUE,EA,TRUE,65,0.22,22.95,PlayStation 3,E,2008,Racing,0,0
Turning Point: Fall of Liberty,TRUE,1,TRUE,TRUE,,TRUE,42,0.22,7.95,PlayStation 3,T,2008,Action,5.216666667,5.266666667
MX vs. ATV Untamed,TRUE,1,TRUE,TRUE,THQ,TRUE,70,0.22,24.95,Nintendo Wii,E,2008,Racing,0,12
Crash: Mind over Mutant,TRUE,1,TRUE,TRUE,,TRUE,60,0.22,24.95,X360,M,2008,Action,5.6,5.833333333
The Incredible Hulk,TRUE,1,TRUE,TRUE,Sega,TRUE,55,0.22,17.95,X360,E,2008,Action,5.216666667,0
Silent Hill: Homecoming,TRUE,1,TRUE,TRUE,Konami,TRUE,70,0.22,17.95,X360,T,2008,Action,13.13333333,9.35
TNA iMPACT!,TRUE,4,TRUE,TRUE,Midway,TRUE,64,0.21,12.95,PlayStation 3,M,2008,Sports,45.16666667,8.166666667
The Incredible Hulk,TRUE,1,TRUE,TRUE,Sega,TRUE,55,0.21,16.95,PlayStation 3,T,2008,Action,5.216666667,0
Kung Fu Panda,TRUE,1,TRUE,TRUE,Activision,TRUE,76,0.21,19.95,PlayStation 3,M,2008,Action,12.85,4.683333333
Dark Sector,TRUE,1,TRUE,TRUE,,TRUE,72,0.21,13.95,X360,M,2008,Action,16.95,8.2
Tales of Symphonia: Dawn of the New World,TRUE,4,TRUE,TRUE,Namco,TRUE,68,0.2,24.95,Nintendo Wii,T,2008,Role-Playing,87.63333333,32.81666667
Valkyrie Profile: Covenant of the Plume,TRUE,1,TRUE,TRUE,SquareEnix,TRUE,74,0.2,24.95,Nintendo DS,M,2008,Role-Playing,53.76666667,15.46666667
Spider-Man: Web of Shadows,TRUE,1,TRUE,TRUE,Activision,TRUE,67,0.2,24.95,PlayStation 3,E,2008,Action,19.63333333,10.7
TV Show King,TRUE,4,TRUE,TRUE,,TRUE,65,0.19,17.95,Nintendo Wii,T,2008,Strategy,30,0
AC/DC Live: Rock Band - Track Pack,TRUE,4,TRUE,TRUE,,TRUE,63,0.19,14.95,X360,M,2008,Action,0,3.633333333
The Chronicles of Narnia: Prince Caspian,TRUE,1,TRUE,TRUE,Disney,TRUE,54,0.19,10.95,Nintendo DS,M,2008,Role-Playing,11.65,14
Hot Shots Golf: Open Tee 2,TRUE,1,TRUE,TRUE,Sony,TRUE,82,0.19,14.95,Sony PSP,E,2008,Sports,0,0
AC/DC Live: Rock Band - Track Pack,TRUE,1,TRUE,TRUE,,TRUE,60,0.19,14.95,PlayStation 3,E,2008,Action,0,3.633333333
Harvest Moon: Magical Melody,TRUE,4,TRUE,TRUE,,TRUE,69,0.18,23.95,Nintendo Wii,T,2008,Role-Playing,0,29.18333333
Dynasty Warriors 6,TRUE,2,TRUE,TRUE,,TRUE,59,0.18,24.95,PlayStation 3,M,2008,Action,0,15.5
Order Up!,TRUE,1,TRUE,TRUE,,TRUE,76,0.18,17.95,Nintendo Wii,T,2008,Action,0,6
NBA Ballers: Chosen One,TRUE,4,TRUE,TRUE,Midway,TRUE,55,0.17,9.95,X360,T,2008,Sports,0,0
Age of Empires: Mythologies,TRUE,1,TRUE,TRUE,THQ,TRUE,78,0.17,17.95,Nintendo DS,T,2008,Strategy,13.2,0
LocoRoco 2,TRUE,1,TRUE,TRUE,Sony,TRUE,85,0.17,11.95,Sony PSP,M,2008,Action,110.2,6.95
Star Ocean: First Departure,TRUE,1,TRUE,TRUE,SquareEnix,TRUE,74,0.17,17.95,Sony PSP,T,2008,Action,44.58333333,21.08333333
Lost: Via Domus,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,54,0.17,16.95,PlayStation 3,T,2008,Action,6.566666667,5.35
Tetris Party,TRUE,4,TRUE,TRUE,,TRUE,75,0.16,24.95,Nintendo Wii,T,2008,Strategy,0,2
Bully: Scholarship Edition,TRUE,2,TRUE,TRUE,Rockstar,TRUE,83,0.16,17.95,Nintendo Wii,E,2008,Action,26.58333333,14.25
The Spiderwick Chronicles,TRUE,2,TRUE,TRUE,,TRUE,62,0.16,16.95,Nintendo Wii,M,2008,Action,0,4
Dynasty Warriors 6,TRUE,2,TRUE,TRUE,,TRUE,60,0.16,24.95,X360,M,2008,Action,0,15.5
Facebreaker,TRUE,2,TRUE,TRUE,EA,TRUE,54,0.16,12.95,X360,M,2008,Sports,0,0
Ninja Gaiden: Dragon Sword,TRUE,1,TRUE,TRUE,,TRUE,83,0.16,12.95,Nintendo DS,E,2008,Action,0,5.166666667
Condemned 2: Bloodshot,TRUE,1,TRUE,TRUE,Sega,TRUE,82,0.16,14.95,PlayStation 3,T,2008,Action,35,8.633333333
Silent Hill: Homecoming,TRUE,1,TRUE,TRUE,Konami,TRUE,71,0.16,17.95,PlayStation 3,E,2008,Action,13.13333333,9.35
Command & Conquer: Red Alert 3,TRUE,1,TRUE,TRUE,EA,TRUE,77,0.16,14.95,X360,T,2008,Strategy,43.35,10.98333333
Viking: Battle for Asgard,TRUE,1,TRUE,TRUE,Sega,TRUE,68,0.16,14.95,X360,M,2008,Action,22.51666667,13.03333333
Beijing 2008,TRUE,4,TRUE,TRUE,Sega,TRUE,60,0.15,14.95,X360,T,2008,Sports,0,0
Don King Presents: Prizefighter,TRUE,2,TRUE,TRUE,2K,TRUE,56,0.15,14.95,X360,M,2008,Sports,0,0
Bomberman,TRUE,1,TRUE,TRUE,,TRUE,73,0.15,12.95,Sony PSP,M,2008,Action,0,3.333333333
Ferrari Challenge Trofeo Pirelli,TRUE,1,TRUE,TRUE,,TRUE,71,0.15,17.95,PlayStation 3,E,2008,Racing,48,16
Command & Conquer 3: Kane's Wrath,TRUE,1,TRUE,TRUE,EA,TRUE,75,0.15,17.95,X360,M,2008,Strategy,0,8.733333333
Lost: Via Domus,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,55,0.15,17.95,X360,M,2008,Action,6.566666667,5.35
NHL 2K9 ,TRUE,1,TRUE,TRUE,2K,TRUE,69,0.15,14.95,X360,T,2008,Sports,0,0
Eternal Sonata,TRUE,2,TRUE,TRUE,Namco,TRUE,80,0.14,24.95,PlayStation 3,M,2008,Role-Playing,70.66666667,29.13333333
Viva Pi$?ata: Trouble in Paradise,TRUE,2,TRUE,TRUE,Microsoft,TRUE,82,0.14,17.95,X360,T,2008,Racing,18.76666667,70
FlatOut: Head On,TRUE,1,TRUE,TRUE,,TRUE,74,0.14,9.95,Sony PSP,E,2008,Racing,40.8,17.25
Viking: Battle for Asgard,TRUE,1,TRUE,TRUE,Sega,TRUE,65,0.14,16.95,PlayStation 3,M,2008,Action,22.51666667,13.03333333
Neopets Puzzle Adventure,TRUE,1,TRUE,TRUE,Capcom,TRUE,52,0.14,14.95,Nintendo Wii,E,2008,Role-Playing,0,3
TNA iMPACT!,TRUE,1,TRUE,TRUE,Midway,TRUE,43,0.14,14.95,Nintendo Wii,E,2008,Sports,45.16666667,8.166666667
Tomb Raider: Underworld,TRUE,1,TRUE,TRUE,Eidos,TRUE,70,0.14,17.95,Nintendo Wii,T,2008,Action,18.88333333,10.25
The Club,TRUE,4,TRUE,TRUE,Sega,TRUE,76,0.13,14.95,X360,T,2008,Action,20,4.583333333
The Chronicles of Narnia: Prince Caspian,TRUE,2,TRUE,TRUE,Disney,TRUE,56,0.13,14.95,X360,M,2008,Action,11.65,14
Cabela's Dangerous Hunts 2009,TRUE,1,TRUE,TRUE,Activision,TRUE,42,0.13,19.95,X360,M,2008,Sports,0,0
Dark Messiah of Might and Magic: Elements,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,52,0.13,17.95,X360,T,2008,Action,21.25,10.7
Fracture,TRUE,1,TRUE,TRUE,,TRUE,63,0.13,14.95,X360,T,2008,Action,0,7.016666667
Bomberman Land,TRUE,4,TRUE,TRUE,,TRUE,57,0.12,19.95,Nintendo Wii,T,2008,Action,0,0
Nitrobike,TRUE,4,TRUE,TRUE,Ubisoft,TRUE,49,0.12,14.95,Nintendo Wii,E,2008,Action,0,0
Culdcept Saga,TRUE,4,TRUE,TRUE,Namco,TRUE,75,0.12,17.95,X360,T,2008,Strategy,0,0
Facebreaker,TRUE,2,TRUE,TRUE,,TRUE,53,0.12,14.95,PlayStation 3,E,2008,Sports,0,0
MLB Power Pros 2008,TRUE,2,TRUE,TRUE,2K,TRUE,83,0.12,22.95,Nintendo Wii,E,2008,Sports,0,0
Mushroom Men: The Spore Wars,TRUE,2,TRUE,TRUE,,TRUE,72,0.12,17.95,Nintendo Wii,E,2008,Action,0,3
Dragon Quest V: Hand of the Heavenly Bride,TRUE,1,TRUE,TRUE,SquareEnix,TRUE,84,0.12,29.95,Nintendo DS,T,2008,Role-Playing,44.63333333,30.65
Ninjatown,TRUE,1,TRUE,TRUE,,TRUE,80,0.12,19.95,Nintendo DS,T,2008,Strategy,15.5,12.63333333
Super Dodgeball Brawlers,TRUE,1,TRUE,TRUE,,TRUE,65,0.12,19.95,Nintendo DS,T,2008,Action,0,0.683333333
Dokapon Kingdom,TRUE,1,TRUE,TRUE,,TRUE,72,0.12,17.95,Nintendo Wii,M,2008,Role-Playing,0,24.53333333
Alone in the Dark,TRUE,1,TRUE,TRUE,Atari,TRUE,58,0.12,14.95,X360,M,2008,Action,9.15,5.866666667
NBA 09: The Inside,TRUE,4,TRUE,TRUE,Sony,TRUE,63,0.11,14.95,PlayStation 3,M,2008,Sports,0,0
Sega Superstars Tennis,TRUE,4,TRUE,TRUE,Sega,TRUE,67,0.11,16.95,PlayStation 3,M,2008,Sports,0,7.4
Baja: Edge of Control,TRUE,4,TRUE,TRUE,THQ,TRUE,65,0.11,16.95,X360,T,2008,Racing,0,0
Destroy All Humans! Big Willy Unleashed,TRUE,2,TRUE,TRUE,THQ,TRUE,53,0.11,17.95,Nintendo Wii,T,2008,Adventure,0,4.5
Space Invaders Extreme,TRUE,1,TRUE,TRUE,SquareEnix,TRUE,85,0.11,16.95,Nintendo DS,T,2008,Action,0,0
Ultimate Band,TRUE,1,TRUE,TRUE,Disney,TRUE,69,0.11,14.95,Nintendo DS,E,2008,Action,0,0
The Club,TRUE,4,TRUE,TRUE,Sega,TRUE,72,0.1,14.95,PlayStation 3,M,2008,Action,20,4.583333333
Madagascar: Escape 2 Africa,TRUE,4,TRUE,TRUE,Activision,TRUE,58,0.1,24.95,PlayStation 3,M,2008,Action,0,6
NBA Ballers: Chosen One,TRUE,4,TRUE,TRUE,Midway,TRUE,54,0.1,14.95,PlayStation 3,M,2008,Sports,0,0
Dream Pinball 3D,TRUE,4,TRUE,TRUE,,TRUE,54,0.1,16.95,Nintendo Wii,M,2008,Simulation,0,0
Madagascar: Escape 2 Africa,TRUE,4,TRUE,TRUE,Activision,TRUE,62,0.1,19.95,X360,T,2008,Action,0,6
Pro Evolution Soccer 2008,TRUE,2,TRUE,TRUE,Konami,TRUE,83,0.1,17.95,Nintendo Wii,T,2008,Sports,78.2,0
Avalon Code,TRUE,1,TRUE,TRUE,,TRUE,71,0.1,27.95,Nintendo DS,M,2008,Action,52.5,21
Disgaea DS,TRUE,1,TRUE,TRUE,,TRUE,82,0.1,24.95,Nintendo DS,M,2008,Role-Playing,125.8166667,43.95
Guitar Rock Tour,TRUE,1,TRUE,TRUE,,TRUE,60,0.1,13.95,Nintendo DS,T,2008,Simulation,0,0
Lost in Blue 3,TRUE,1,TRUE,TRUE,Konami,TRUE,59,0.1,17.95,Nintendo DS,M,2008,Role-Playing,0,0
Syberia,TRUE,1,TRUE,TRUE,,TRUE,52,0.1,23.95,Nintendo DS,T,2008,Adventure,12.6,9.916666667
Afrika,TRUE,1,TRUE,TRUE,Sony,TRUE,63,0.1,47.95,PlayStation 3,T,2008,Adventure,31.03333333,23.66666667
NFL Head Coach 09,TRUE,1,TRUE,TRUE,EA,TRUE,64,0.1,14.95,PlayStation 3,T,2008,Simulation,0,0
NHL 2K9,TRUE,1,TRUE,TRUE,2K,TRUE,70,0.1,14.95,PlayStation 3,T,2008,Sports,0,0
Brothers in Arms: Double Time,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,45,0.1,17.95,Nintendo Wii,E,2008,Action,0,0
ObsCure: The Aftermath,TRUE,1,TRUE,TRUE,,TRUE,53,0.1,16.95,Nintendo Wii,T,2008,Action,6.75,8.016666667
MotoGP 08,TRUE,1,TRUE,TRUE,,TRUE,68,0.1,16.95,X360,T,2008,Racing,0,0
NFL Head Coach 09,TRUE,1,TRUE,TRUE,EA,TRUE,67,0.1,12.95,X360,E,2008,Simulation,0,0
NFL Tour,TRUE,1,TRUE,TRUE,EA,TRUE,49,0.1,12.95,X360,M,2008,Action,0,0
Pinball Hall of Fame: The Williams Collection,TRUE,4,TRUE,TRUE,,TRUE,78,0.09,17.95,Sony PSP,T,2008,Simulation,32.33333333,20
Baja: Edge of Control,TRUE,4,TRUE,TRUE,THQ,TRUE,61,0.09,17.95,PlayStation 3,M,2008,Racing,0,0
NFL Tour,TRUE,4,TRUE,TRUE,EA,TRUE,45,0.09,14.95,PlayStation 3,E,2008,Action,0,0
Wall-E,TRUE,4,TRUE,TRUE,THQ,TRUE,51,0.09,17.95,PlayStation 3,M,2008,Action,6,6.283333333
Ninja Reflex,TRUE,4,TRUE,TRUE,EA,TRUE,49,0.09,14.95,Nintendo Wii,E,2008,Action,3.666666667,4
Conflict: Denied Ops,TRUE,4,TRUE,TRUE,Eidos,TRUE,52,0.09,12.95,X360,T,2008,Action,0,5.783333333
Top Spin 3,TRUE,4,TRUE,TRUE,2K,TRUE,78,0.09,19.95,X360,T,2008,Sports,0,0
Blitz: The League II,TRUE,2,TRUE,TRUE,Midway,TRUE,62,0.09,14.95,PlayStation 3,M,2008,Action,0,20
Hellboy: The Science of Evil,TRUE,2,TRUE,TRUE,Konami,TRUE,47,0.09,16.95,PlayStation 3,T,2008,Action,0,0
Castlevania Judgment,TRUE,2,TRUE,TRUE,Konami,TRUE,49,0.09,17.95,Nintendo Wii,T,2008,Action,0,7.783333333
Death Jr. II: Root of Evil,TRUE,2,TRUE,TRUE,Eidos,TRUE,71,0.09,17.95,Nintendo Wii,E,2008,Action,0,6.016666667
Raiden IV,TRUE,2,TRUE,TRUE,,TRUE,63,0.09,32.95,X360,T,2008,Action,0,0.833333333
Metal Slug 7,TRUE,1,TRUE,TRUE,,TRUE,70,0.09,17.95,Nintendo DS,M,2008,Action,0,1.266666667
Spider-Man: Web of Shadows,TRUE,1,TRUE,TRUE,Activision,TRUE,77,0.09,15.95,Nintendo DS,E,2008,Action,19.63333333,10.7
Trauma Center: Under The Knife 2,TRUE,1,TRUE,TRUE,,TRUE,79,0.09,19.95,Nintendo DS,T,2008,Action,0,12
Fracture,TRUE,1,TRUE,TRUE,,TRUE,62,0.09,14.95,PlayStation 3,M,2008,Action,0,7.016666667
Alone in the Dark,TRUE,1,TRUE,TRUE,Atari,TRUE,39,0.09,14.95,Nintendo Wii,T,2008,Action,9.15,5.866666667
Final Fantasy Fables: Chocobo's Dungeon,TRUE,1,TRUE,TRUE,SquareEnix,TRUE,76,0.09,17.95,Nintendo Wii,M,2008,Action,38.65,22.13333333
The King of Fighters Collection: The Orochi Saga,TRUE,1,TRUE,TRUE,,TRUE,70,0.09,17.95,Nintendo Wii,E,2008,Action,0,0
Klonoa: Door to Phantomile,TRUE,1,TRUE,TRUE,Namco,TRUE,77,0.09,17.95,Nintendo Wii,T,2008,Action,5.35,4.366666667
Samurai Warriors: Katana,TRUE,1,TRUE,TRUE,,TRUE,53,0.09,17.95,Nintendo Wii,E,2008,Action,0,0
Battle of the Bands,TRUE,2,TRUE,TRUE,THQ,TRUE,58,0.08,14.95,Nintendo Wii,T,2008,Action,0,0
Hellboy: The Science of Evil,TRUE,2,TRUE,TRUE,Konami,TRUE,44,0.08,14.95,X360,M,2008,Action,0,0
Dragon Ball: Origins,TRUE,1,TRUE,TRUE,Atari,TRUE,78,0.08,15.95,Nintendo DS,M,2008,Action,0,10.51666667
Ninja Reflex,TRUE,1,TRUE,TRUE,EA,TRUE,54,0.08,12.95,Nintendo DS,T,2008,Action,3.666666667,4
Space Bust-A-Move,TRUE,1,TRUE,TRUE,SquareEnix,TRUE,71,0.08,17.95,Nintendo DS,M,2008,Strategy,7.033333333,1
Top Spin 3,TRUE,1,TRUE,TRUE,2K,TRUE,75,0.08,24.95,PlayStation 3,M,2008,Sports,0,0
UEFA Euro 2008,TRUE,7,TRUE,TRUE,EA,TRUE,79,0.07,17.95,PlayStation 3,T,2008,Sports,0,0
"Blast Works: Build, Trade, Destroy",TRUE,4,TRUE,TRUE,,TRUE,78,0.07,14.95,Nintendo Wii,T,2008,Action,0,0
FIFA Street 3,TRUE,4,TRUE,TRUE,EA,TRUE,63,0.07,14.95,X360,T,2008,Sports,0,5
Blitz: The League II,TRUE,2,TRUE,TRUE,Midway,TRUE,68,0.07,12.95,X360,M,2008,Action,0,20
Space Chimps,TRUE,2,TRUE,TRUE,,TRUE,57,0.07,14.95,X360,T,2008,Action,0,0
The Spiderwick Chronicles,TRUE,2,TRUE,TRUE,,TRUE,59,0.07,14.95,X360,E,2008,Action,0,4
Etrian Odyssey II: Heroes of Lagaard,TRUE,1,TRUE,TRUE,,TRUE,82,0.07,24.95,Nintendo DS,T,2008,Role-Playing,72,49.7
Line Rider 2: Unbound,TRUE,1,TRUE,TRUE,,TRUE,59,0.07,8.95,Nintendo DS,M,2008,Simulation,0,0
The King of Fighters Collection: The Orochi Saga,TRUE,1,TRUE,TRUE,,TRUE,61,0.07,17.95,Sony PSP,E,2008,Action,0,0
Target: Terror,TRUE,1,TRUE,TRUE,Konami,TRUE,33,0.07,17.95,Nintendo Wii,M,2008,Action,0,0
Legendary,TRUE,1,TRUE,TRUE,Atari,TRUE,47,0.07,17.95,X360,T,2008,Action,6.683333333,5.283333333
Universe at War: Earth Assault,TRUE,1,TRUE,TRUE,Sega,TRUE,66,0.07,14.95,X360,T,2008,Action,0,16
Smash Court Tennis 3,TRUE,4,TRUE,TRUE,Atari,TRUE,55,0.06,14.95,X360,E,2008,Simulation,0,0
Code Lyoko: Fall of X.A.N.A,TRUE,1,TRUE,TRUE,,TRUE,51,0.06,14.95,Nintendo DS,M,2008,Action,0,15.15
Knights in the Nightmare,TRUE,1,TRUE,TRUE,,TRUE,76,0.06,29.95,Nintendo DS,M,2008,Role-Playing,0,26.56666667
Lock's Quest,TRUE,1,TRUE,TRUE,THQ,TRUE,80,0.06,14.95,Nintendo DS,E,2008,Action,0,14.88333333
Master of the Monster Lair,TRUE,1,TRUE,TRUE,,TRUE,63,0.06,14.95,Nintendo DS,M,2008,Role-Playing,0,0
N+,TRUE,1,TRUE,TRUE,Atari,TRUE,82,0.06,14.95,Nintendo DS,M,2008,Action,18,17
Pipe Mania,TRUE,1,TRUE,TRUE,,TRUE,71,0.06,14.95,Nintendo DS,T,2008,Strategy,0,0
The Spiderwick Chronicles,TRUE,1,TRUE,TRUE,,TRUE,60,0.06,12.95,Nintendo DS,E,2008,Role-Playing,0,4
Summon Night: Twin Age,TRUE,1,TRUE,TRUE,,TRUE,73,0.06,24.95,Nintendo DS,E,2008,Role-Playing,24,13.63333333
Wild Arms XF,TRUE,1,TRUE,TRUE,,TRUE,64,0.06,17.95,Sony PSP,M,2008,Role-Playing,77.48333333,52.23333333
FIFA Street 3,TRUE,1,TRUE,TRUE,EA,TRUE,63,0.06,17.95,PlayStation 3,T,2008,Sports,0,5
MotoGP 08,TRUE,1,TRUE,TRUE,,TRUE,65,0.06,17.95,PlayStation 3,T,2008,Racing,0,0
Harvey Birdman: Attorney at Law,TRUE,1,TRUE,TRUE,Capcom,TRUE,60,0.06,14.95,Nintendo Wii,M,2008,Adventure,7.066666667,3.85
